artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,genre_1,genre_2,genre_3,mood_1
Charlie Parker,All The Things you Are,0.115,0.107,126.902,0.044,0.99,0.853,4,0.594,8,170626,-14.916,0.477,1,Jazz,Bebop & Modern Jazz,Bebop,Sophisticated
Goldfinger,Superman,0.937,0.0807,194.838,0.0573,0.000131,0.0002,4,0.429,2,185027,-3.986,0.886,1,Alternative & Punk,Ska Revival,Ska Punk,Urgent
Jonas Aden,Temple - Extended Mix,0.782,0.682,126.012,0.0368,0.0215,0.258,4,0.63,1,226726,-3.894,0.33,0,Electronica,Trance,Trance,
Bread,Make It With You,0.356,0.173,83.886,0.0246,0.66,0.000617,4,0.629,4,192200,-11.135,0.458,1,Rock,70's Rock,Classic Soft Rock,Sentimental
Felix Jaehn,Ain't Nobody (Loves Me Better),0.567,0.07,117.957,0.032,0.665,0.000242,4,0.775,2,186147,-7.022,0.467,0,Electronica,House,Deep House,Fiery
Henri Tomasi,Trumpet Concerto: I. Allegro,0.0785,0.11,140.643,0.0501,0.956,0.872,4,0.307,5,476360,-25.167,0.067,1,Classical,Other Classical,Other Classical Instrumental,Tender
Rihanna,Umbrella,0.827,0.0522,174.013,0.141,0.0101,0,4,0.581,1,275987,-4.566,0.572,1,Urban,Contemporary R&B/Soul,Urban Crossover,Energizing
At The Drive-In,One Armed Scissor,0.938,0.641,162.484,0.18,0.0499,4.57E-06,4,0.257,4,260267,-4.118,0.274,0,Alternative & Punk,Indie Rock,Math Rock,Urgent
Duckwrth,RAREPANTHER+BEACHHOUSE,0.781,0.249,109.975,0.317,0.624,0,4,0.618,1,307632,-5.436,0.717,1,Urban,Western Hip-Hop/Rap,Conscious Hip-Hop/Rap,Cool
Joshua Redman,The Nearness of You,0.163,0.654,74.933,0.0707,0.992,0.776,3,0.447,8,1004627,-14.835,0.19,1,Jazz,Contemporary Jazz & Fusion,Contemporary Jazz,Cool
Keeno,Futurism,0.741,0.0735,175.053,0.0521,0.0411,0.961,4,0.254,9,315190,-7.852,0.0315,0,Electronica,Jungle/Drum 'n' Bass,Drum 'n' Bass,Somber
Emil Gilels,"Piano Sonata No. 3 In F-Sharp Minor, Op. 23: I Drammatico",0.108,0.12,66.378,0.0395,0.993,0.897,3,0.348,9,409066,-21.731,0.131,1,Classical,Other Classical,Classical Solo Instrumental,Tender
Borgore,#NEWGOREORDER (feat. Malcolm McDowell),0.743,0.141,140.258,0.138,0.151,0.0163,4,0.628,8,134143,-4.374,0.261,1,Electronica,Dubstep,Dubstep,Aggressive
GRiZ,My Friends and I,0.822,0.101,144.13,0.0585,0.000424,0.00882,4,0.667,7,311648,-6.999,0.549,1,Electronica,Dubstep,Dubstep,
QQ,Tan Tuddy,0.684,0.0966,120.028,0.0642,0.0167,1.47E-06,4,0.836,9,154070,-4.437,0.671,1,Other,Reggae,Dancehall,Energizing
Flashworx,Love Is Anywhere - Original Mix,0.724,0.0839,127.985,0.0483,0.0507,0.841,4,0.747,9,288000,-5.751,0.434,1,Pop,Classic Pop Vocals,Classic Male Vocal Pop,Sophisticated
Visions of Atlantis,Last Shut Of Your Eyes,0.691,0.22,141.381,0.0344,0.024,0.000237,4,0.265,7,298107,-4.565,0.374,0,Rock,Metal,Power Metal,Aggressive
Thyra,Dancing On My Own - Acoustic Version,0.492,0.127,128.1,0.0327,0.873,0,4,0.637,4,262500,-6.805,0.312,1,Pop,Western Pop,Pop Vocal,Empowering
Myrone,Exclusive Coup,0.903,0.238,141.006,0.0699,0.0103,0.0688,4,0.539,6,234015,-5.975,0.653,0,Rock,Folk Rock,General Folk Rock,
Danny Elfman,The Batman Theme,0.286,0.0761,91.747,0.0439,0.525,0.915,4,0.117,11,158173,-19.59,0.0403,0,Soundtrack,Original Film/TV Music,General Film Music,Serious
Marc Marberg,Megashira (ASOT 771) - Chris Schweizer Remix,0.627,0.595,129.499,0.0649,0.0238,2.17E-05,4,0.439,2,122417,-8.089,0.174,1,Other,Data & Other,Data & Other,Urgent
Christian Hornbostel,Love Supreme - Lovelight Mix,0.504,0.0981,93.989,0.0327,0.158,0.887,4,0.558,0,259149,-14.788,0.0671,1,Other,Religious,Christian Inspirational,Excited
Eric Church,Record Year,0.655,0.0842,159.96,0.12,0.178,0,4,0.585,5,179347,-8.151,0.571,1,Traditional,Country,Contemporary Country,Empowering
Borgore,Nope (feat. ShayGray),0.82,0.0687,145.064,0.212,0.00465,0.00147,4,0.733,6,231736,-5.94,0.34,0,Electronica,Dubstep,Dubstep,Energizing
Drowners,Cruel Ways,0.812,0.0894,123.036,0.0385,0.000132,0.00151,4,0.484,9,204055,-5.003,0.696,0,Alternative & Punk,Garage Rock Revival,Garage Rock Revival,Brooding
Glen Hansard & Marketa Irglova,You Ain't Goin' Nowhere,0.452,0.101,76.92,0.0367,0.786,1.08E-06,4,0.505,7,185053,-6.486,0.32,1,,,,Melancholy
Trevor Hall,The Lime Tree,0.416,0.109,124.893,0.0374,0.77,0,4,0.59,11,200040,-8.662,0.538,1,Pop,Western Pop,Adult Alternative Pop,Sensual
HI-LO,Steam Train,0.971,0.0887,125.033,0.126,0.116,0.902,4,0.711,7,217920,-4.437,0.232,1,Rock,60's Rock,British Invasion,Upbeat
Blankface,Dont Want It - Soloman Remix,0.837,0.283,144.852,0.351,0.0145,0.0138,4,0.9,8,235882,-5.318,0.837,0,Pop,Western Pop,Pop Vocal,Defiant
Captain Manly,Find You - Club Mix,0.832,0.41,116,0.0437,0.000872,0.194,4,0.694,7,228879,-7.424,0.505,0,Electronica,Trance,Trance,Excited
Greg Holden,Hold On Tight,0.817,0.108,129.081,0.0479,0.0412,1.15E-06,4,0.584,8,191333,-8.062,0.341,1,Alternative & Punk,Alternative Folk,Alternative Folk,Empowering
Iannis Xenakis,Jonchaies,0.702,0.18,118.712,0.281,0.626,0.884,4,0.273,11,958533,-12.429,0.0374,0,Classical,Contemporary Era,Contemporary Era Instrumental,Serious
Karl Hungus,Green Rush - Original Mix,0.779,0.0723,99.98,0.0808,0.00359,0.909,4,0.754,11,260025,-10.109,0.695,1,Electronica,Electronica Mainstream,Pop Electronica,
Nirvana,Smells Like Teen Spirit - 1992/Live at Reading,0.951,0.997,121.86,0.0813,0.000807,0.555,4,0.417,7,285187,-6.643,0.355,1,Alternative & Punk,Alternative,Grunge,Aggressive
Moving Mountains,Swing Set,0.644,0.0934,160.068,0.0269,0.00788,0.125,4,0.47,4,314080,-7.314,0.214,1,Alternative & Punk,Indie Rock,General Indie Rock,
Passenger,Everything,0.414,0.32,129.972,0.0297,0.401,0.000393,4,0.399,7,214173,-7.394,0.308,1,Alternative & Punk,Alternative Folk,Alternative Folk,Empowering
Existence Has Failed,Severance (Ft.Tyler Shelton),0.982,0.262,119.543,0.302,0.000107,0.661,5,0.306,2,330662,-2.801,0.0391,0,Rock,Metal,Heavy Metal,Aggressive
Peter Appleyard,Smile,0.229,0.11,79.881,0.0344,0.93,0.000527,3,0.453,5,249813,-16.975,0.144,1,Jazz,Jazz Vocals,Jazz Vocals,Melancholy
Adam Lambert,Ghost Town,0.736,0.174,119.955,0.046,0.186,1.92E-05,4,0.703,4,208330,-5.709,0.273,0,Pop,Western Pop,Dance Pop,Excited
Charlie Wilson,"Love, I Want You Back",0.863,0.13,155.013,0.0536,0.125,0.000236,4,0.55,10,242920,-3.881,0.764,0,Urban,Contemporary R&B/Soul,Urban AC,
Gwen Stefani,Hollaback Girl,0.885,0.0234,110.017,0.0904,0.364,4.77E-06,4,0.925,10,200080,-4.023,0.915,0,Pop,Western Pop,Dance Pop,Defiant
Mitski,Your Best American Girl,0.257,0.226,76.972,0.0315,0.0159,0.00512,4,0.36,7,212184,-9.655,0.126,1,Alternative & Punk,Alternative,Alternative Singer-Songwriter,Yearning
Birdy,Tee Shirt,0.341,0.0883,75.948,0.0272,0.837,2.69E-05,4,0.684,9,159507,-9.497,0.531,1,Alternative & Punk,Alternative Folk,Alternative Folk,Easygoing
Jonathan Dove,The Three Kings,0.0167,0.0715,88.566,0.0446,0.991,0.147,3,0.201,6,276827,-29.065,0.0346,0,Other,Holiday,Other Holiday,Melancholy
Capcom Sound Team,Ghosts 'N Goblins,0.438,0.0994,178.808,0.0363,0.251,0.809,4,0.196,7,301707,-8.421,0.148,1,Alternative & Punk,Indie Rock,Math Rock,
Old Dominion,Break Up with Him,0.65,0.101,152.086,0.0347,0.0718,0,4,0.615,3,207733,-4.944,0.538,1,Traditional,Country,Contemporary Country,Yearning
Don Diablo,My Window - Radio Edit,0.954,0.244,126.106,0.0613,0.0875,0.223,4,0.677,0,176044,-3.73,0.646,1,Electronica,House,General House,Aggressive
Sick Puppies,All The Same,0.76,0.104,177.592,0.0364,0.000962,0,3,0.311,0,258587,-6.301,0.198,1,Alternative & Punk,Alternative,Alternative Rock,Brooding
The Shelters,Rebel Heart,0.884,0.35,169.123,0.0385,0.00132,6.79E-05,4,0.392,0,238924,-3.374,0.505,1,Alternative & Punk,Indie Rock,General Indie Rock,Excited
Ryuichi Sakamoto,"""I Can't Take It""",0.00101,0.289,47.667,0.0564,0.972,0.851,4,0.376,5,152533,-29.186,0.215,1,Classical,Classical Crossover,General Classical Crossover,Peaceful
Pierce Fulton,As You Were (Original Mix),0.716,0.0597,95.012,0.0397,0.00939,0.719,4,0.607,1,232421,-8.881,0.167,0,Electronica,House,Progressive House,Energizing
FLETCHER,Avalanche,0.761,0.0901,131.935,0.0428,0.0147,0.000261,4,0.596,7,288967,-5.804,0.374,1,Pop,Western Pop,Dance Pop,
Franz Joseph Haydn,"Piano Sonata in E flat, H.XVI No.49: 3. Finale (Tempo di minuetto)",0.118,0.0906,129.609,0.0424,0.991,0.915,3,0.353,3,240000,-24.182,0.382,1,Classical,Classical Era,Classical Era Instrumental,Stirring
Mr. Probz,Fine Ass Mess - Lucky Charmes Remix,0.915,0.0676,126.009,0.0955,0.371,0.201,4,0.763,7,161071,-3.301,0.364,1,Urban,Western Hip-Hop/Rap,European Hip-Hop/Rap,Energizing
Ola Strandh,We Are the Division,0.204,0.0829,119.957,0.0408,0.315,0.883,4,0.259,4,224973,-20.866,0.0328,0,Soundtrack,Game Music,Game Music,Somber
Calvin Harris,Thinking About You,0.874,0.0958,127.985,0.0396,0.00262,0.000412,4,0.725,0,247933,-3.715,0.74,0,Pop,Western Pop,Dance Pop,Excited
Imani Williams,Don't Need No Money,0.903,0.178,119.984,0.0436,0.325,0.000202,4,0.666,0,217013,-2.181,0.495,0,Electronica,Electronica Mainstream,Pop Electronica,Urgent
Floating Lights,Riding the Atmosphere,0.231,0.349,152.034,0.0351,0.942,0.889,4,0.489,2,285970,-19.774,0.0776,1,Soundtrack,Original Film/TV Music,General Film Music,Aggressive
Son Mieux,Feels,0.524,0.0669,121.958,0.0286,0.776,0,4,0.625,8,206680,-5.843,0.267,1,Electronica,House,Deep House,
Justin Bieber,What Do You Mean?,0.564,0.0912,124.984,0.105,0.617,0.00024,4,0.842,5,207547,-8.042,0.795,0,Pop,Western Pop,Teen Pop,Sensual
Princeton,To the Alps,0.879,0.0804,115.002,0.0468,0.0178,0.115,4,0.606,0,220415,-6.8,0.824,1,Alternative & Punk,Indie Rock,Twee Pop,Yearning
Mansa,Uncomfortable,0.493,0.122,82.59,0.076,0.516,0,4,0.659,10,400615,-8.133,0.457,0,Alternative & Punk,Alternative,Alternative Rock,Sensual
Jackson Browne,Take It Easy,0.669,0.195,138.264,0.0276,0.0471,0,4,0.535,7,235400,-8.711,0.399,1,Pop,Western Pop,Singer-Songwriter,Gritty
Chet Baker,I'll Remember April - Instrumental,0.499,0.131,121.924,0.0317,0.768,0.107,4,0.435,9,352293,-8.576,0.69,0,Jazz,Bebop & Modern Jazz,Cool Jazz,Sentimental
twoloud,Big Bang - Bass Modulators Radio Edit,0.976,0.127,149.956,0.0553,0.0109,0.944,4,0.587,5,247467,-4.05,0.197,0,,,,Excited
Johann Sebastian Bach,Concerto n6 en Si bmol majeur BWV 1051: II. Adagio ma non tanto,0.0458,0.126,85.81,0.0399,0.539,0.605,3,0.153,11,285173,-26.174,0.0678,0,Classical,Baroque Era,Baroque Instrumental,Romantic
Tr,Blood of Heroes,0.918,0.0797,107.977,0.0545,3.53E-05,0.0286,4,0.548,4,221507,-5.73,0.266,0,Rock,Metal,Speed Metal,Aggressive
Trent Dabbs,This Time Tomorrow,0.0744,0.121,75.327,0.0366,0.947,0.0167,4,0.448,0,267648,-17.637,0.189,1,Rock,Adult Alternative Rock,Adult Alternative Rock,Sentimental
Atreyu,Blow,0.98,0.188,154.979,0.147,0.0045,9.22E-06,4,0.523,5,249440,-3.615,0.331,0,Alternative & Punk,Emo & Hardcore,Hardcore,Defiant
Exciter,Stand Up And Fight,0.948,0.145,138.162,0.084,3.96E-05,0.00274,4,0.267,9,163173,-3.821,0.369,1,Rock,Metal,Speed Metal,Aggressive
David Lang,Shelter: Before I Enter,0.0284,0.119,75.397,0.045,0.269,0.0911,4,0.0691,2,543453,-28.758,0.0327,0,Classical,Other Classical,General Classical,Peaceful
Hauschka,Fragile,0.00964,0.097,131.292,0.0587,0.971,0.957,4,0.468,2,208440,-28.836,0.212,0,,,,Peaceful
Jean-Michel Blais,Pour Johanne,0.124,0.131,79.93,0.0564,0.98,0.841,4,0.437,9,273496,-14.798,0.17,1,Other,New Age,New Acoustic,Sentimental
Steve Reich,Electric Counterpoint: III. Fast,0.537,0.0922,192.968,0.0422,0.981,0.875,3,0.225,4,269093,-13.602,0.579,0,Classical,Contemporary Era,Minimalism,Serious
North Mississippi Allstars,Rollin 'N Tumblin,0.949,0.426,119.992,0.134,0.0351,0.774,4,0.637,7,155987,-6.379,0.276,1,Traditional,Electric Blues,General Electric Blues,Aggressive
Flight of the Conchords,Too Many Dicks (On The Dance Floor),0.597,0.103,140.026,0.146,0.0555,0.000214,4,0.886,6,148560,-6.851,0.743,1,Other,Comedy,Comedy,Cool
Tall Heights,Horse to Water,0.622,0.498,96.964,0.0337,0.344,0.0699,4,0.517,6,244960,-9.135,0.491,0,Alternative & Punk,Alternative Folk,Alternative Folk,Brooding
Yo La Tengo,Our Way To Fall,0.234,0.0855,78.29,0.0324,0.698,0.789,4,0.564,0,258440,-14.699,0.578,1,Alternative & Punk,Indie Rock,General Indie Rock,Melancholy
Ben Talmi,Play,0.531,0.0952,61.859,0.0361,0.0324,7.43E-06,4,0.546,9,225936,-8.13,0.137,0,Alternative & Punk,Alternative,Alternative Rock,
Sak Noel,"Loca People (What the F**k!"") - Radio Edit",0.8,0.0494,127.987,0.0548,0.000804,0.00593,4,0.912,11,215627,-3.127,0.762,0,Electronica,House,General House,Energizing
Yvonne S. Moriarty,The Battle,0.387,0.117,84.188,0.0495,0.676,0.921,3,0.382,2,602227,-14.321,0.108,0,Soundtrack,Original Film/TV Music,General Film Music,Romantic
Flo Rida,Wild Ones (feat. Sia),0.86,0.262,127.075,0.0554,0.0991,0,4,0.608,5,232947,-5.324,0.441,0,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,
Barry Manilow,Come Dance With Me / Come Fly With Me,0.566,0.158,142.655,0.0345,0.54,0,4,0.412,2,180600,-6.471,0.655,0,Pop,Western Pop,Pop Vocal,Sophisticated
Cilver,I'm America,0.932,0.0829,166.017,0.0569,0.0274,3.10E-06,4,0.459,9,222173,-2.251,0.559,1,Rock,Metal,Nu-Metal,Defiant
Ibrahim Maalouf,Doubts 2,0.212,0.169,98.096,0.032,0.971,0.73,3,0.428,0,294587,-15.442,0.312,0,Jazz,Latin & World Jazz,World Jazz,Sentimental
Benjamin Booker,Always Waiting,0.977,0.211,108.989,0.0564,0.00131,0.00021,4,0.342,9,139880,-6.309,0.72,1,Alternative & Punk,Punk,General Punk,Rowdy
DYGL,Let It Sway,0.637,0.0661,98.534,0.0616,0.000124,0.000267,4,0.641,6,170453,-9.566,0.683,0,Alternative & Punk,Indie Rock,General Indie Rock,Urgent
Sixx:A.M.,Prayers For The Damned,0.979,0.162,159.947,0.131,0.000308,0.00232,4,0.395,11,279213,-3.57,0.274,0,Rock,Hard Rock,General Hard Rock,Defiant
DMX,Party Up,0.933,0.394,202.058,0.366,0.0835,0,4,0.534,11,268867,-3.282,0.48,1,Urban,Western Hip-Hop/Rap,East Coast Rap,Cool
Gaia,Tuvan - Andy Blueman Remix,0.904,0.927,138.023,0.0466,2.46E-05,0.789,4,0.376,0,560022,-8.852,0.132,1,Rock,Asian Rock,Indonesian Rock,Excited
Leah,Remnant,0.818,0.1,180.074,0.0405,0.00459,0.000927,3,0.367,8,285823,-6.339,0.391,1,Rock,Metal,Heavy Metal,Yearning
Bruce Broughton,Concert Piece for Eight Trumpets,0.295,0.146,133.765,0.0441,0.976,0.948,4,0.37,5,105067,-16.651,0.0916,1,Other,Data & Other,Data & Other,Serious
George Michael,Kissing A Fool,0.274,0.105,116.801,0.031,0.168,8.55E-06,3,0.394,5,275333,-14.314,0.162,1,Pop,Western Pop,Adult Contemporary,Empowering
Soothing Sounds,Rising,0.395,0.0844,170.065,0.0401,0.0219,0.828,4,0.537,0,328093,-13.558,0.0351,1,Pop,Japanese Pop,J-Pop,Easygoing
Lee Foss,Deep Congo - Original Mix,0.579,0.0695,120,0.0473,0.00708,0.749,4,0.702,8,356000,-8.855,0.489,1,Electronica,Trance,Trance,Energizing
The Temptations,Get Ready,0.759,0.0959,133.179,0.0447,0.383,0,4,0.593,7,164160,-5.783,0.915,1,Urban,Classic R&B/Soul,Classic Motown,Urgent
Lou Donaldson,Over The Rainbow - Digitally Remastered,0.0823,0.0838,106.146,0.0352,0.963,0.49,4,0.371,3,431267,-20.45,0.0793,1,Jazz,Contemporary Jazz & Fusion,Soul Jazz,Romantic
Giacomo Puccini,O Mio Babbino Caro,0.125,0.262,111.735,0.0431,0.985,0.000112,4,0.246,8,150133,-17.825,0.0765,1,Classical,Romantic Era,Romantic Era Instrumental,
Dinosaur Pile-Up,11:11 - Radio Edit,0.766,0.299,94.945,0.0571,0.000284,0.263,4,0.491,6,198205,-5.796,0.905,1,Alternative & Punk,Alternative,Alternative Rock,Aggressive
John Coltrane,Blues To You,0.524,0.272,116.237,0.0569,0.6,9.28E-06,1,0.475,7,387400,-9.804,0.709,0,Jazz,Bebop & Modern Jazz,Post-Bop,Sentimental
Kid Ink,Body Language,0.529,0.0997,99.023,0.0383,0.0175,0,4,0.886,5,207784,-5.766,0.26,0,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,Cool
Aaron Richards,Synchronize (Acoustic),0.555,0.0849,125.927,0.0458,0.642,0,4,0.693,9,228095,-5.004,0.167,1,Electronica,House,Progressive House,Empowering
The Viceroys,Ya Ho,0.365,0.111,167.76,0.144,0.416,0.00611,4,0.721,11,274667,-10.844,0.459,0,Other,Reggae,Roots Reggae,Cool
OneRepublic,All This Time,0.414,0.112,144.891,0.0355,0.393,0,4,0.363,0,242947,-10.457,0.102,1,Pop,Western Pop,Adult Alternative Pop,Empowering
Clint Mansell,Leaving Earth,0.277,0.1,75.791,0.0369,0.699,0.976,4,0.179,4,123720,-14.298,0.148,0,Soundtrack,Original Film/TV Music,General Film Music,Sensual
GoldFish,Get Busy Living (ft. Emily Bruce) [Radio edit],0.784,0.118,127.006,0.0295,0.0548,4.66E-05,4,0.736,8,230164,-6.279,0.82,1,Electronica,Electronica Fusion,Ethno-Lounge Electronica,Energizing
Maverick,Let's Stay Together - Chill Out Version,0.45,0.106,174.028,0.0329,0.659,0.000208,4,0.591,1,267586,-7.626,0.0504,0,Electronica,Electronica Mainstream,Pop Electronica,Sensual
Future Islands,Back in the Tall Grass,0.496,0.111,122.95,0.0545,0.661,0.0948,4,0.825,0,255147,-9.051,0.155,1,Alternative & Punk,Indie Rock,Dream Pop,Lively
Parson James,Sad Song,0.727,0.189,88.956,0.048,0.0547,0,4,0.649,4,211005,-5.245,0.418,0,Pop,Western Pop,Adult Alternative Pop,
Jack and White,Lost,0.537,0.121,109.73,0.0414,0.348,5.32E-05,4,0.701,0,225467,-7.118,0.136,1,Alternative & Punk,Garage Rock Revival,Garage Rock Revival,
Balance And Composure,Postcard,0.88,0.102,95.004,0.0346,0.000471,0.762,4,0.554,1,271507,-5.651,0.881,0,Alternative & Punk,Emo & Hardcore,Hardcore,
Hailee Steinfeld,Starving,0.62,0.0994,99.953,0.0888,0.39,0,4,0.712,4,181880,-4.187,0.519,1,Pop,Western Pop,Dance Pop,
Rachel Feinstein,Sexual Attorney,0.786,0.776,119.735,0.85,0.863,0,5,0.643,5,309153,-6.331,0.357,0,Pop,Western Pop,Pop Vocal,
Sia,Unstoppable,0.779,0.101,173.799,0.0779,0.112,0.000373,4,0.468,9,217747,-4.839,0.268,1,Alternative & Punk,Indie Rock,Post-Modern Electronic Pop,Urgent
The Replacements,Bastards Of Young (Remastered Album Version),0.916,0.334,143.101,0.124,0.00573,1.07E-06,4,0.438,4,218067,-8.318,0.386,1,Alternative & Punk,Indie Rock,General Indie Rock,Excited
Ruggero Leoncavallo,"Pagliacci / Act 2: ""No, Pagliaccio non son""",0.341,0.481,87.229,0.0588,0.965,0.000149,4,0.316,3,190173,-13.664,0.463,1,Classical,Romantic Era,Romantic Era Instrumental,
The Troggs,Love Is All Around,0.471,0.135,98.841,0.0285,0.36,0.0163,4,0.452,2,177440,-7.948,0.669,1,Rock,60's Rock,Garage Rock,Sentimental
Lloyd,Lay It Down,0.796,0.0772,156.026,0.0623,0.0213,0,4,0.522,1,240120,-5.002,0.557,0,Urban,Contemporary R&B/Soul,Urban Crossover,Sensual
Ben Knox Miller,To Ohio,0.384,0.158,72.606,0.0273,0.0498,1.09E-05,4,0.316,2,197907,-9.709,0.195,1,Alternative & Punk,Alternative Folk,Alternative Folk,Rowdy
Ole Brud,High Time,0.78,0.0205,107.01,0.0609,0.0593,8.16E-05,4,0.85,7,202080,-5.427,0.943,0,Pop,European Pop,Euro Pop,Energizing
Deftones,Swerve City,0.964,0.67,111.972,0.0656,0.0001,0.00811,4,0.457,10,164987,-2.963,0.394,1,Rock,Metal,Nu-Metal,Defiant
BRONCHO,Class Historian,0.975,0.354,158.149,0.0515,0.233,0.77,4,0.572,6,212240,-4.069,0.964,1,Alternative & Punk,Punk,General Punk,Defiant
Pitchback,Cosmic Dark,0.915,0.523,130.05,0.136,0.00153,0.0164,4,0.512,11,195692,-5.377,0.285,0,Electronica,House,General House,Excited
Miles Davis,Kimberley Trumpet,0.0106,0.112,65.817,0.0404,0.983,0.351,5,0.225,0,161200,-23.263,0.0577,0,Soundtrack,Original Film/TV Music,General Film Music,
Danny Tenaglia,Dibiza - Joseph Capriati Remix,0.714,0.112,125.001,0.0466,0.00235,0.943,4,0.807,0,447381,-8.556,0.107,1,Electronica,House,Tribal House,Energizing
Valentino Khan,Deep Down Low,0.906,0.061,126.016,0.0592,0.00419,0.586,4,0.792,1,184680,-1.538,0.479,1,Electronica,House,General House,Energizing
Krueger,Dark Walk,0.718,0.0973,124.043,0.0639,0.00112,0.807,4,0.786,1,202908,-6.076,0.126,1,Electronica,Techno,Hardcore Techno,Aggressive
Kenny Garrett Quintet,Have You Met Miss Jones,0.237,0.0726,130.248,0.0384,0.484,0.492,4,0.604,5,557067,-19.828,0.43,1,Jazz,Bebop & Modern Jazz,Modern Jazz,Fiery
Little May,Seven Hours,0.643,0.0725,119.533,0.0332,0.363,0.0822,4,0.323,3,221707,-7.89,0.327,1,Alternative & Punk,Alternative Folk,Alternative Folk,Brooding
George Frideric Handel,Sonata in A Op. 1 No. 10 (HWV 372): II. Allegro,0.283,0.0941,96.553,0.0424,0.853,0,4,0.476,8,153027,-14.336,0.864,1,Classical,Baroque Era,Baroque Instrumental,
Frank Sinatra,Ring-A-Ding-Ding,0.323,0.167,159.424,0.107,0.668,0,4,0.574,5,164320,-11.5,0.684,0,Pop,Easy Listening,Lounge,Sophisticated
The Lumineers,Ho Hey,0.466,0.0915,79.936,0.0304,0.794,2.06E-06,4,0.685,0,163133,-9.074,0.37,1,Alternative & Punk,Alternative Folk,Alternative Folk,Empowering
Pryda,F12,0.717,0.112,125.008,0.0473,0.000298,0.862,4,0.705,5,391680,-9.764,0.656,0,,,,
Lemaitre,Closer,0.816,0.142,91.967,0.0332,0.00135,0.0117,4,0.574,10,271653,-2.695,0.357,1,Alternative & Punk,Synth Pop,Synth Pop,Excited
Radiohead,Planet Telex,0.88,0.607,148.965,0.109,0.0206,0.698,3,0.429,9,259200,-8.013,0.272,0,Alternative & Punk,Brit Rock,Brit Rock,Brooding
Jekalyn Carr,It's Gonna Happen,0.833,0.361,78.364,0.167,0.181,0,3,0.363,7,254120,-3.81,0.562,1,Other,Religious,Contemporary Gospel,Romantic
The Lumineers,Ho Hey,0.474,0.149,79.991,0.0313,0.779,1.23E-06,4,0.685,0,161227,-9.105,0.366,1,Alternative & Punk,Alternative Folk,Alternative Folk,Empowering
Big Gigantic,Got The Love,0.953,0.107,76.167,0.155,0.00574,0.123,4,0.598,6,306316,-2.332,0.809,0,Electronica,Dubstep,Dubstep,Aggressive
filous,Emelie,0.737,0.101,120.049,0.0345,0.137,0.00636,4,0.715,7,184000,-6.574,0.439,1,Electronica,Dance & Club,Club Dance,Fiery
Lil Scrappy,No Problem,0.722,0.146,85.992,0.213,0.0447,0,4,0.861,1,214000,-7.151,0.135,1,Urban,Western Hip-Hop/Rap,Southern Rap,
Anjelah Johnson,Oakland Raiders,0.813,0.722,83.877,0.923,0.833,0,4,0.486,10,361987,-13.675,0.057,1,Other,Comedy,Comedy,Other
Micah P. Hinson,Diggin A Grave,0.688,0.201,111.615,0.0598,0.791,0.00716,4,0.761,4,125493,-9.461,0.886,0,Alternative & Punk,Alternative Folk,Alternative Folk,Brooding
"Harry Connick, Jr.",Every Man Should Know,0.285,0.114,107.815,0.0266,0.315,0.018,3,0.561,0,224427,-9.393,0.171,1,Pop,Classic Pop Vocals,Classic Male Vocal Pop,Romantic
Soul II Soul,Back to Life (However Do You Want Me) [feat. Caron Wheeler],0.611,0.0477,101.001,0.129,0.0673,7.70E-05,4,0.819,7,232133,-7.428,0.666,1,Electronica,Dance & Club,Dance R&B,Energizing
Michael Brun,All I Ever Wanted,0.907,0.122,126.995,0.0351,0.0525,0.0454,4,0.552,2,253165,-6.471,0.57,1,Electronica,Dance & Club,Club Dance,Excited
Heartaches,Backyard Tree,0.966,0.236,115.35,0.0989,3.64E-05,0.000733,4,0.419,0,236395,-2.375,0.213,0,Rock,Metal,Heavy Metal,Urgent
San Fermin,Shiver,0.592,0.0735,96.015,0.0481,0.187,4.88E-05,4,0.652,11,212599,-7.708,0.629,0,Alternative & Punk,Indie Rock,Chamber Pop,Gritty
The Jackson 5,I Want You Back - Shaparder & LRX Remix,0.832,0.0756,105.034,0.131,0.0581,0.00288,4,0.746,8,299583,-5.268,0.567,1,Urban,Classic R&B/Soul,Classic Motown,Upbeat
Mil's Trills,Mother May I?,0.64,0.104,83.027,0.372,0.212,0,4,0.513,5,213747,-6.94,0.717,0,Alternative & Punk,Emo & Hardcore,Hardcore,Urgent
Frankie Goes To Hollywood,Relax,0.653,0.0656,115.307,0.035,0.296,1.86E-06,4,0.691,9,237493,-10.024,0.809,1,Alternative & Punk,New Wave Pop,New Wave Pop,Urgent
Madison Mars,Doppler,0.892,0.04,125.869,0.0614,0.00442,0.381,4,0.442,1,211607,-2.762,0.206,1,Electronica,House,Progressive House,Aggressive
Kimya Dawson,Tire Swing,0.22,0.12,165.884,0.0807,0.839,7.35E-05,3,0.511,5,188280,-13.201,0.389,1,Alternative & Punk,Alternative Folk,Alternative Folk,Melancholy
