artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,genre_1,genre_2,genre_3,mood_1
GoldFish,Get Busy Living (ft. Emily Bruce) [Radio edit],0.784,0.118,127.006,0.0295,0.0548,4.66e-05,4.0,0.736,8,230164,-6.279,0.82,1,Electronica,Electronica Fusion,Ethno-Lounge Electronica,Energizing
Sia,Unstoppable,0.779,0.101,173.799,0.0779,0.112,0.000373,4.0,0.468,9,217747,-4.839,0.268,1,Alternative & Punk,Indie Rock,Post-Modern Electronic Pop,Urgent
The Replacements,Bastards Of Young (Remastered Album Version),0.916,0.334,143.101,0.124,0.00573,1.07e-06,4.0,0.438,4,218067,-8.318,0.386,1,Alternative & Punk,Indie Rock,General Indie Rock,Excited
Ruggero Leoncavallo,"Pagliacci / Act 2: ""No, Pagliaccio non son""",0.341,0.481,87.229,0.0588,0.965,0.000149,4.0,0.316,3,190173,-13.664,0.463,1,Classical,Romantic Era,Romantic Era Instrumental,nan
The Troggs,Love Is All Around,0.471,0.135,98.841,0.0285,0.36,0.0163,4.0,0.452,2,177440,-7.948,0.669,1,Rock,60's Rock,Garage Rock,Sentimental
Ben Knox Miller,To Ohio,0.384,0.158,72.606,0.0273,0.0498,1.09e-05,4.0,0.316,2,197907,-9.709,0.195,1,Alternative & Punk,Alternative Folk,Alternative Folk,Rowdy
Deftones,Swerve City,0.964,0.67,111.972,0.0656,0.0001,0.00811,4.0,0.457,10,164987,-2.963,0.394,1,Rock,Metal,Nu-Metal,Defiant
BRONCHO,Class Historian,0.975,0.354,158.149,0.0515,0.233,0.77,4.0,0.572,6,212240,-4.069,0.964,1,Alternative & Punk,Punk,General Punk,Defiant
Valentino Khan,Deep Down Low,0.906,0.061,126.016,0.0592,0.00419,0.586,4.0,0.792,1,184680,-1.538,0.479,1,Electronica,House,General House,Energizing
Krueger,Dark Walk,0.718,0.0973,124.043,0.0639,0.00112,0.807,4.0,0.786,1,202908,-6.076,0.126,1,Electronica,Techno,Hardcore Techno,Aggressive
Kenny Garrett Quintet,Have You Met Miss Jones,0.237,0.0726,130.248,0.0384,0.484,0.492,4.0,0.604,5,557067,-19.828,0.43,1,Jazz,Bebop & Modern Jazz,Modern Jazz,Fiery
Little May,Seven Hours,0.643,0.0725,119.533,0.0332,0.363,0.0822,4.0,0.323,3,221707,-7.89,0.327,1,Alternative & Punk,Alternative Folk,Alternative Folk,Brooding
Lemaitre,Closer,0.816,0.142,91.967,0.0332,0.00135,0.0117,4.0,0.574,10,271653,-2.695,0.357,1,Alternative & Punk,Synth Pop,Synth Pop,Excited
filous,Emelie,0.737,0.101,120.049,0.0345,0.137,0.00636,4.0,0.715,7,184000,-6.574,0.439,1,Electronica,Dance & Club,Club Dance,Fiery
Soul II Soul,Back to Life (However Do You Want Me) [feat. Caron Wheeler],0.611,0.0477,101.001,0.129,0.0673,7.7e-05,4.0,0.819,7,232133,-7.428,0.666,1,Electronica,Dance & Club,Dance R&B,Energizing
Michael Brun,All I Ever Wanted,0.907,0.122,126.995,0.0351,0.0525,0.0454,4.0,0.552,2,253165,-6.471,0.57,1,Electronica,Dance & Club,Club Dance,Excited
The Jackson 5,I Want You Back - Shaparder & LRX Remix,0.832,0.0756,105.034,0.131,0.0581,0.00288,4.0,0.746,8,299583,-5.268,0.567,1,Urban,Classic R&B/Soul,Classic Motown,Upbeat
Frankie Goes To Hollywood,Relax,0.653,0.0656,115.307,0.035,0.296,1.86e-06,4.0,0.691,9,237493,-10.024,0.809,1,Alternative & Punk,New Wave Pop,New Wave Pop,Urgent
Madison Mars,Doppler,0.892,0.04,125.869,0.0614,0.00442,0.381,4.0,0.442,1,211607,-2.762,0.206,1,Electronica,House,Progressive House,Aggressive
Kimya Dawson,Tire Swing,0.22,0.12,165.884,0.0807,0.839,7.35e-05,3.0,0.511,5,188280,-13.201,0.389,1,Alternative & Punk,Alternative Folk,Alternative Folk,Melancholy
Yellowcard,Today,0.882,0.0952,166.009,0.0386,3.55e-05,0.0564,4.0,0.422,4,203470,-4.827,0.257,1,Alternative & Punk,Alternative,Alternative Rock,Empowering
Metallica,Fade To Black,0.907,0.11,113.679,0.112,0.0183,0.201,4.0,0.258,7,417400,-7.287,0.297,1,Rock,Metal,Thrash Metal,Brooding
Earthside,A Dream in Static (feat. Daniel Tompkins),0.905,0.0413,179.994,0.0746,0.000239,0.13,3.0,0.418,5,455720,-6.181,0.254,1,Classical,Other Classical,General Classical,Serious
Bloodboy,Keep Your Disease,0.905,0.353,139.974,0.076,0.00214,0.316,4.0,0.526,9,215080,-3.984,0.353,1,Electronica,Electronica Mainstream,Pop Electronica,Brooding
Nathaniel Rateliff,Nothing to Show For,0.657,0.183,147.583,0.0448,0.661,0.00319,4.0,0.453,5,249377,-7.737,0.424,1,Alternative & Punk,Alternative Folk,Alternative Folk,Empowering
Ludwig van Beethoven,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",0.0619,0.132,72.695,0.0466,0.951,0.526,4.0,0.173,5,649415,-20.788,0.0886,1,Classical,Other Classical,General Classical,Romantic
Nick Leng,Tunnels and Planes,0.596,0.161,170.069,0.152,0.779,0.154,4.0,0.572,7,251294,-6.964,0.0662,1,Electronica,Dance & Club,Club Dance,Yearning
Bryan Adams,(Everything I Do) I Do It For You,0.465,0.0827,131.257,0.028,0.0924,2.64e-05,4.0,0.521,1,393827,-8.813,0.265,1,Rock,Mainstream Rock,General Mainstream Rock,Empowering
Audra Mae & The Forest Rangers,Forever Young,0.286,0.126,143.938,0.0285,0.852,0.000145,4.0,0.563,9,192947,-9.816,0.317,1,Rock,Alternative Roots,Roots Rock,Easygoing
Quadron,Hey Love,0.662,0.0944,116.977,0.0725,0.0898,6.91e-06,4.0,0.79,3,202880,-7.503,0.399,1,Urban,Contemporary R&B/Soul,Neo-Soul,Fiery
Gsta Neuwirth,L'oubli bouilli,0.0204,0.0885,73.284,0.0489,0.896,0.01,3.0,0.12,1,1828573,-31.047,0.0344,1,Soundtrack,Stage Musicals,Stage Musicals,Lively
Big Brother & The Holding Company,Piece of My Heart,0.727,0.169,160.82,0.145,0.263,0.000141,4.0,0.443,4,253333,-7.951,0.56,1,Rock,60's Rock,Acid Rock,Upbeat
Johann Sebastian Bach,"Prelude, Fugue and Allegro in E-Flat Major, BWV 998: Fugue",0.439,0.0827,141.023,0.0315,0.8,0.929,4.0,0.383,2,363960,-15.899,0.665,1,Classical,Baroque Era,Baroque Instrumental,Tender
Cream,Sunshine Of Your Love,0.597,0.127,115.092,0.0353,0.369,7.24e-05,4.0,0.684,2,250413,-8.339,0.699,1,Rock,60's Rock,British Blues Rock,Brooding
Lee Konitz,Donna Lee,0.417,0.199,122.918,0.0558,0.727,0.00198,4.0,0.64,8,377040,-8.852,0.687,1,Jazz,Bebop & Modern Jazz,Cool Jazz,Sentimental
MNDLSS,Im The Only One You Want,0.378,0.109,147.972,0.0419,0.0969,0.87,4.0,0.635,5,201081,-12.238,0.157,1,Pop,Western Pop,Adult Contemporary,Easygoing
Master C & J,Dub Love - Mark Archer's Acid Love Mix,0.703,0.298,128.104,0.0377,0.000315,0.895,4.0,0.633,1,409159,-7.767,0.339,1,Electronica,House,Acid House,Energizing
Lee Dorsey,Get out of My Life Woman,0.4,0.0335,89.594,0.0334,0.294,0.000367,3.0,0.841,6,146267,-10.703,0.867,1,Urban,Classic R&B/Soul,New Orleans R&B,Cool
Pierre Boulez,"Troisime Sonate, 1957, formant 2: Trope. Commentaire",0.015,0.0731,80.257,0.0795,0.958,0.0555,1.0,0.593,3,162907,-20.906,0.366,1,Classical,Other Classical,Classical Solo Instrumental,Serious
The Staves,Mexico,0.117,0.0847,131.847,0.0345,0.964,0.000686,4.0,0.558,5,246414,-16.958,0.172,1,Rock,Folk Rock,English Folk Rock,Sentimental
mike mcgoldrick,Wee Michael's March / Frank's Reel - Live,0.461,0.141,133.377,0.0421,0.514,0.0175,4.0,0.415,2,294528,-12.389,0.961,1,Traditional,Folk,Traditional U.S. Folk,Easygoing
Leprous,Salt,0.561,0.075,84.065,0.0308,0.0122,0.0019,4.0,0.197,5,270067,-7.121,0.11,1,Rock,Mainstream Rock,General Mainstream Rock,nan
Rage Against The Machine,How I Could Just Kill a Man,0.939,0.288,95.884,0.105,0.00114,9.26e-06,4.0,0.598,7,244693,-3.663,0.61,1,Rock,Metal,Rap Metal,Aggressive
Billy Davis,No Longer Lovers,0.433,0.0694,105.048,0.268,0.343,0.00214,4.0,0.771,2,215000,-8.773,0.407,1,Traditional,Electric Blues,Soul Blues,Empowering
Beartooth,Aggressive,0.987,0.37,119.014,0.223,0.000667,9.04e-05,4.0,0.604,2,248348,-3.577,0.294,1,Alternative & Punk,Emo & Hardcore,Hardcore,Defiant
The Knocks,Classic (feat. Fetty Wap & POWERS ),0.938,0.0478,101.981,0.0384,0.00574,6.5e-06,4.0,0.627,2,219388,-2.535,0.594,1,Electronica,House,General House,Excited
Hank Mobley,Remember - 1999 Digital Remaster,0.403,0.278,165.301,0.0531,0.794,0.000613,4.0,0.539,8,342333,-9.168,0.688,1,Jazz,Bebop & Modern Jazz,Hard Bop,Sentimental
Louis Armstrong,What A Wonderful World,0.373,0.188,77.591,0.0341,0.848,0.000241,4.0,0.273,5,137467,-9.989,0.146,1,Jazz,Early Jazz,New Orleans Jazz,Empowering
The Motels,Only The Lonely - Digitally Remastered 99,0.313,0.0864,115.493,0.0339,0.0503,0.0017,4.0,0.649,8,196200,-16.631,0.724,1,Alternative & Punk,New Wave Pop,New Wave Pop,Sensual
Dixie Chicks,Cowboy Take Me Away,0.622,0.0982,164.418,0.031,0.365,0.00527,4.0,0.467,6,287267,-7.255,0.454,1,Traditional,Country,Contemporary Country,Empowering
GANGSIGNS,Heart Emoji,0.809,0.141,133.992,0.0362,0.0526,0.707,4.0,0.768,9,169080,-7.779,0.558,1,Electronica,Dance & Club,Club Dance,Aggressive
Vangelis,Chariots Of Fire,0.378,0.118,136.379,0.0328,0.0896,0.398,4.0,0.48,1,211209,-13.317,0.0654,1,Soundtrack,Original Film/TV Music,General Film Music,Serious
The Long Winters,Cinnamon,0.747,0.0814,85.001,0.0292,0.31,2.41e-06,3.0,0.456,8,252960,-6.107,0.604,1,Alternative & Punk,Indie Rock,Indie Pop,Yearning
Mikky Ekko,Kids,0.688,0.0908,93.0,0.0328,0.00172,0.015,4.0,0.534,8,203733,-8.236,0.171,1,Alternative & Punk,Synth Pop,Synth Pop,Excited
Granger Smith,Backroad Song,0.833,0.34,174.006,0.0437,0.0352,0.0172,4.0,0.488,11,236787,-6.571,0.73,1,Traditional,Country,Contemporary Country,Empowering
Cosima,Girls Who Get Ready,0.478,0.112,134.012,0.0356,0.576,4.32e-05,4.0,0.626,8,196609,-8.448,0.189,1,Pop,Western Pop,Adult Alternative Pop,Sensual
Glenn Yarbrough,The Tailor and The Mouse,0.158,0.113,71.169,0.165,0.865,0.461,4.0,0.701,7,95427,-19.357,0.622,1,Pop,Western Pop,Folk Pop,Other
Dr. Fresch,Gangsta Gangsta (feat. Baby Eazy-E),0.907,0.146,104.917,0.138,0.0189,2.25e-05,4.0,0.824,11,201643,-1.12,0.425,1,Urban,Western Hip-Hop/Rap,West Coast,Cool
Rena Jones,Open Me Slowly,0.277,0.0834,109.003,0.0484,0.767,0.871,4.0,0.759,1,341960,-14.485,0.286,1,Alternative & Punk,Alternative,Alternative Rock,Sensual
Kate Rusby,The Outlandish Knight - Live,0.228,0.0863,107.983,0.0327,0.673,1.89e-06,4.0,0.373,2,296287,-13.531,0.225,1,Traditional,Folk,Contemporary U.S. Folk,Sentimental
B.B. King,3 O'Clock Blues,0.445,0.185,71.196,0.0378,0.943,0.00271,4.0,0.392,10,183293,-7.517,0.579,1,Traditional,Electric Blues,General Electric Blues,Sophisticated
Ibeyi,River,0.292,0.106,153.547,0.474,0.0962,0.0031,4.0,0.654,2,252095,-12.977,0.111,1,Alternative & Punk,Indie Rock,Post-Modern Art Music,Cool
Georg Philipp Telemann,"Concerto pour violon ""Les Rainettes"", en La Majeur: I. Ohne Satzbezeichnung",0.159,0.125,117.316,0.0394,0.874,0.881,4.0,0.501,8,329600,-21.757,0.417,1,Classical,Other Classical,General Classical,Tender
David Holmes,Boobytrappin,0.902,0.269,120.024,0.0441,0.00841,0.892,4.0,0.659,9,152667,-8.475,0.787,1,Electronica,Electronica Mainstream,Big Beat,nan
Henry Purcell,My Beloved Spake,0.0448,0.104,94.9,0.0442,0.932,0.00593,4.0,0.209,5,656973,-29.145,0.228,1,Classical,Baroque Era,Baroque Instrumental,Somber
Emmylou Harris,The Road,0.676,0.226,147.96,0.0299,0.00197,0.0811,4.0,0.546,4,328533,-6.188,0.578,1,Traditional,Country,Alternative Country,Brooding
Miike Snow,The Heart Of Me,0.832,0.299,101.972,0.0313,0.208,0.00103,4.0,0.58,5,239880,-3.934,0.572,1,Electronica,Electronica Mainstream,Pop Electronica,nan
Creed,Higher,0.826,0.225,155.84,0.0352,4.88e-05,0.000185,4.0,0.454,2,316733,-6.302,0.458,1,Alternative & Punk,Alternative,Alternative Rock,Empowering
Your Friend,Heathering,0.719,0.34,111.947,0.0657,0.0413,0.303,3.0,0.385,2,262993,-6.485,0.46,1,Alternative & Punk,Indie Rock,Dream Pop,Yearning
RITUAL,Too Deep,0.354,0.109,135.903,0.052,0.212,0.00315,4.0,0.604,7,251606,-9.134,0.109,1,Urban,Contemporary R&B/Soul,Neo-Soul,Brooding
Noah Gundersen,Blossom,0.279,0.111,150.011,0.0271,0.857,0.0122,4.0,0.435,9,223853,-11.405,0.161,1,Rock,Alternative Roots,Roots Rock,Empowering
George Gershwin,Rhapsody in Blue: Rhapsody In Blue,0.199,0.0799,80.574,0.0444,0.979,0.827,4.0,0.305,9,972027,-18.901,0.102,1,Classical,Other Classical,General Classical,nan
The Band,The Weight,0.431,0.0867,144.048,0.0489,0.414,7.11e-06,4.0,0.639,9,274867,-12.494,0.519,1,Rock,Folk Rock,Classic Folk Rock,Romantic
Bear's Den,Writing on the Wall,0.636,0.107,136.337,0.0341,0.00208,0.322,4.0,0.586,4,253631,-7.71,0.324,1,Alternative & Punk,Alternative Folk,Alternative Folk,Urgent
Wolfgang Amadeus Mozart,"Symphony No.35 In D, K.385 ""Haffner"": 4. Finale (Presto)",0.212,0.109,74.751,0.0399,0.916,0.813,4.0,0.391,2,215667,-17.748,0.514,1,Classical,Other Classical,General Classical,Tender
Ludwig van Beethoven,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: I. Allegro",0.117,0.111,82.18,0.0365,0.987,0.936,4.0,0.31,7,414467,-24.749,0.2,1,Classical,Other Classical,Classical Solo Instrumental,Tender
David Bowie,Heroes - 1999 Remastered Version,0.774,0.191,112.577,0.0292,0.000265,0.585,4.0,0.478,7,370373,-6.977,0.418,1,Rock,Hard Rock,Glam,nan
Yaz,Goodbye Seventies,0.628,0.0998,130.822,0.0377,0.0587,0.0711,4.0,0.717,8,157093,-17.392,0.889,1,Alternative & Punk,Synth Pop,Synth Pop,Fiery
Meshuggah,Born in Dissonance,0.986,0.0535,106.161,0.102,4.1e-06,0.00624,4.0,0.264,11,274587,-5.059,0.221,1,Rock,Metal,Thrash Metal,Aggressive
The Coathangers,Make It Right,0.806,0.298,92.047,0.0303,2.78e-05,9.34e-05,4.0,0.437,8,181293,-6.372,0.597,1,Alternative & Punk,Punk,General Punk,Defiant
The Bellamy Brothers,Let Your Love Flow,0.553,0.139,109.071,0.0316,0.0611,7.16e-06,4.0,0.679,3,198760,-14.687,0.951,1,Traditional,Country,Country Pop,Upbeat
Kwon Tree,Water,0.15,0.0704,83.625,0.0486,0.804,1.3e-05,4.0,0.792,1,293458,-15.644,0.33,1,Traditional,Country,General Country,Melancholy
Joo Pernambuco,Maxixe Choro,0.308,0.131,75.938,0.0391,0.98,0.883,4.0,0.41,7,114267,-23.648,0.547,1,Classical,Other Classical,General Classical,Sophisticated
Houndmouth,For No One,0.251,0.0748,129.76,0.033,0.868,0.000183,4.0,0.532,3,229950,-10.481,0.17,1,Traditional,Country,Americana,Melancholy
Adna,Night,0.177,0.245,117.485,0.0355,0.809,0.00995,4.0,0.381,7,240360,-13.06,0.093,1,Alternative & Punk,Alternative Folk,Alternative Folk,Melancholy
Radiohead,Burn the Witch,0.847,0.109,148.937,0.0297,0.303,0.271,4.0,0.541,11,220609,-6.52,0.625,1,Alternative & Punk,Brit Rock,Brit Rock,Yearning
Lyon,silverlight,0.875,0.131,123.995,0.034,0.0139,0.375,4.0,0.663,10,218640,-4.871,0.467,1,Rock,Mainstream Rock,General Mainstream Rock,Upbeat
Lovie Austin,Too Sweet For Words,0.357,0.175,135.278,0.0437,0.993,0.000572,4.0,0.598,3,169840,-11.303,0.796,1,Traditional,Acoustic Blues,Female Blues Vocal,Gritty
Ludwig van Beethoven,"Sonata No. 31 in A-Flat Major, Op. 110: I. Moderato cantabile molto espressivo",0.0558,0.122,66.975,0.0448,0.988,0.898,4.0,0.308,8,396240,-25.335,0.0636,1,Classical,Classical Era,Classical Era Instrumental,nan
Woody Shaw,Theme for Maxine,0.33,0.177,113.902,0.036,0.655,0.847,3.0,0.478,5,435573,-13.283,0.446,1,Jazz,Bebop & Modern Jazz,Post-Bop,Sentimental
Sarah Nemtsov,20 Sketches: No. 3.,0.0107,0.0806,132.321,0.0534,0.965,0.0661,1.0,0.396,2,130653,-26.555,0.0393,1,Classical,Other Classical,General Classical,Serious
Trace,Honey,0.195,0.115,61.805,0.0932,0.853,5.64e-06,4.0,0.541,1,248855,-15.776,0.159,1,Rock,70's Rock,Classic Prog,nan
Giacomo Puccini,"Gianni Schicchi: ""O mio babbino caro""",0.14,0.376,86.972,0.0464,0.978,0.42,4.0,0.197,8,168253,-21.912,0.0873,1,Classical,Romantic Era,Romantic Era Instrumental,nan
Modest Mussorgsky,Pictures At An Exhibition: Promenade,0.107,0.164,73.276,0.0364,0.833,0.636,4.0,0.337,6,37693,-20.795,0.355,1,Classical,Romantic Era,Romantic Era Instrumental,Peaceful
Vato Gonzalez,Volfied Riddim,0.938,0.0675,128.003,0.0651,0.00175,0.0151,4.0,0.634,1,303750,-4.573,0.545,1,Electronica,House,Progressive House,Energizing
Movements,Kept,0.958,0.452,79.994,0.102,6.8e-06,0.0824,4.0,0.456,5,147789,-5.485,0.364,1,Alternative & Punk,Emo & Hardcore,Emo,Defiant
Sjowgren,Seventeen,0.665,0.0695,146.051,0.043,0.264,0.0315,4.0,0.58,7,226952,-6.775,0.337,1,Alternative & Punk,Alternative,Alternative Rock,Yearning
24hrs,You Know,0.801,0.305,130.627,0.083,0.187,1.97e-06,4.0,0.4,11,163394,-4.066,0.352,1,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,Sensual
David Hazeltine,I'll Let You Know,0.124,0.21,65.003,0.0388,0.92,0.605,4.0,0.442,3,408600,-22.227,0.205,1,Jazz,Bebop & Modern Jazz,Post-Bop,Tender
Sinad O'Connor,He Moved Through The Fair,0.185,0.104,82.533,0.0427,0.936,2.18e-05,3.0,0.216,7,262933,-13.28,0.106,1,Alternative & Punk,Alternative,Alternative Singer-Songwriter,Melancholy
Green Day,Bang Bang,0.984,0.409,127.484,0.112,0.000359,2.18e-06,4.0,0.503,9,205440,-1.65,0.369,1,Alternative & Punk,Punk,Pop Punk,Defiant
Merrow,Pillars of Re-Creation,0.89,0.172,109.949,0.0401,5.41e-05,0.733,4.0,0.515,6,264545,-5.371,0.743,1,Rock,Metal,Industrial Metal,Defiant
"10,000 Maniacs",These Are Days,0.833,0.0923,108.498,0.0351,0.0218,0.000204,4.0,0.611,3,219893,-7.554,0.791,1,Pop,Western Pop,Adult Alternative Pop,Yearning
Adam X,Road Rage,0.664,0.108,131.949,0.0807,0.307,0.912,4.0,0.753,6,397067,-11.62,0.457,1,Electronica,Techno,General Techno,Energizing
The Connells,74-'75,0.59,0.0675,144.202,0.025,0.183,0.00227,4.0,0.53,11,278973,-9.169,0.422,1,Alternative & Punk,Indie Rock,Jangle Pop,Empowering
Black Oak Arkansas,Hot And Nasty,0.747,0.0583,186.172,0.0481,0.0118,0.00188,4.0,0.353,9,175587,-9.155,0.928,1,Rock,70's Rock,Southern Rock,Rowdy
Out Of Gravity,Borderless,0.126,0.112,139.802,0.039,0.896,0.918,4.0,0.438,2,248301,-25.074,0.0936,1,Alternative & Punk,Emo & Hardcore,Emo,nan
Gabriel Faur,"Masques et bergamasques Suite, Op. 112: IV. Pastorale",0.0195,0.3,65.614,0.0411,0.954,0.922,3.0,0.182,2,263533,-30.831,0.0368,1,Classical,Romantic Era,Romantic Era Instrumental,nan
Muddy Waters,Mannish Boy,0.666,0.711,113.529,0.145,0.841,2.53e-05,3.0,0.567,2,324573,-8.658,0.761,1,Traditional,Electric Blues,Chicago Blues,Gritty
Dum Dum Girls,Coming Down,0.604,0.259,136.102,0.0385,0.00628,0.00931,3.0,0.167,2,390000,-4.549,0.236,1,Alternative & Punk,Garage Rock Revival,Garage Rock Revival,Yearning
Flook,Branholm/Trip to Herve's,0.361,0.713,119.361,0.0351,0.897,0.868,4.0,0.504,5,246533,-14.693,0.859,1,Traditional,Celtic,Celtic,Tender
Johannes Brahms,"Sonata for Violin and Piano No.2 in A, Op.100: 1. Allegro amabile",0.0435,0.123,85.763,0.0435,0.968,0.108,4.0,0.258,9,508662,-20.714,0.0931,1,Classical,Romantic Era,Romantic Era Instrumental,Stirring
The Dead Tongues,Empire Builder,0.492,0.13,125.601,0.0346,0.202,0.00446,3.0,0.374,7,126573,-9.722,0.365,1,Pop,Western Pop,Pop Vocal,nan
The Crystal Method,Busy Child,0.892,0.218,125.012,0.0431,0.0189,0.0205,4.0,0.67,11,445000,-7.24,0.71,1,Electronica,Techno,Breakbeat,Aggressive
Com Truise,Subsonic,0.444,0.101,90.988,0.0639,0.0402,0.863,4.0,0.668,5,279305,-12.903,0.412,1,Alternative & Punk,Synth Pop,Synth Pop,Sensual
Aaron Copland,Quiet City,0.027,0.0755,71.956,0.0495,0.973,0.714,4.0,0.133,5,556920,-22.682,0.0397,1,Classical,Other Classical,General Classical,nan
Goonam,Young People,0.703,0.139,107.981,0.0332,0.184,8.69e-05,4.0,0.559,9,272758,-4.144,0.528,1,Alternative & Punk,Alternative,Alternative Rock,nan
Auras,Spiral,0.915,0.127,134.941,0.148,1.84e-05,0.0254,4.0,0.47,1,257091,-5.758,0.341,1,Rock,Metal,Heavy Metal,Defiant
Paul Ritch,The Opera - Original,0.84,0.0977,125.006,0.0595,0.0138,0.605,4.0,0.792,7,460803,-9.732,0.302,1,Electronica,Electronica Mainstream,Pop Electronica,Energizing
Westerman,Mother Song,0.113,0.11,136.246,0.0461,0.965,0.00113,4.0,0.573,7,173928,-16.915,0.243,1,Alternative & Punk,Alternative Folk,Alternative Folk,Sentimental
James Vincent McMorrow,Higher Love,0.119,0.106,89.862,0.05,0.962,0.000348,4.0,0.323,5,215590,-17.892,0.185,1,Alternative & Punk,Alternative Folk,Alternative Folk,Melancholy
The Wailin' Jennys,Old Man,0.141,0.113,161.194,0.0319,0.862,1.99e-06,4.0,0.633,10,190253,-13.446,0.258,1,Traditional,Folk,Contemporary U.S. Folk,Melancholy
Abbath,Count the Dead,0.97,0.221,107.56,0.102,5.21e-06,0.305,4.0,0.258,1,297293,-5.732,0.145,1,Rock,Metal,Black Metal,Aggressive
L.A WOMEN,Hurricane Love,0.556,0.135,141.998,0.0306,0.411,2.01e-05,4.0,0.561,5,191203,-7.132,0.37,1,Pop,Western Pop,Teen Boy Band,Yearning
Pig & Dan,Freefall (feat. Malcolm Duncan),0.552,0.105,89.007,0.0333,0.0587,0.918,4.0,0.658,10,422848,-9.126,0.104,1,Electronica,House,Tech House,Energizing
Frdric Chopin,"Nocturnes, Op. 9: No. 2 in E-Flat Major. Andante",0.0163,0.177,64.079,0.0399,0.989,0.918,4.0,0.422,3,274040,-26.561,0.0873,1,Classical,Other Classical,Classical Solo Instrumental,Tender
Natalie Prass,My Baby Don't Understand Me,0.263,0.0806,139.958,0.0388,0.847,0.000273,4.0,0.514,8,312360,-10.391,0.166,1,Alternative & Punk,Alternative,Alternative Singer-Songwriter,Sentimental
Watain,Black Flames March,0.892,0.129,113.98,0.0597,1.52e-05,0.783,4.0,0.263,4,380773,-7.704,0.142,1,Rock,Metal,Black Metal,Aggressive
Carl Nielsen,"Symphony No. 4, Op. 29, FS 76, ""The Inextinguishable"": I. Allegro",0.0895,0.16,85.043,0.036,0.845,0.883,4.0,0.12,9,688573,-20.802,0.0396,1,Classical,Modern Era,Modern Era Instrumental,Sentimental
Love Thy Brother,Fill Your Brains (Love Thy Brother Remix),0.885,0.0947,170.169,0.0703,0.318,0.0469,4.0,0.415,1,223059,-4.675,0.308,1,Electronica,Dance & Club,Club Dance,Yearning
CHVRCHES,Clearest Blue - Gryffin Remix,0.829,0.0845,116.001,0.0343,0.0636,0.0907,4.0,0.558,6,259440,-5.582,0.338,1,Alternative & Punk,Synth Pop,Synth Pop,Empowering
Brothers Osborne,Love The Lonely Out Of You,0.175,0.13,93.698,0.035,0.798,7.7e-05,4.0,0.437,7,329507,-11.659,0.254,1,Traditional,Country,Contemporary Country,Romantic
Jennifer Higdon,Scenes from the Poet's Dreams: I. Racing Through Stars,0.241,0.259,77.036,0.0674,0.982,0.362,5.0,0.44,1,129920,-19.556,0.379,1,Pop,Western Pop,Adult Contemporary,nan
Buddy Whittington,Pay the Band,0.791,0.239,118.14,0.0494,0.155,1.46e-06,4.0,0.692,9,273427,-4.895,0.424,1,Traditional,Electric Blues,General Blues,Rowdy
Marianne Faithfull,It's All Over Now Baby Blue,0.414,0.118,111.175,0.0301,0.524,0.00267,4.0,0.651,2,229960,-10.572,0.449,1,Alternative & Punk,Alternative,Alternative Singer-Songwriter,Yearning
Savoy,Pump It Up,0.985,0.383,106.993,0.0978,0.000998,0.287,4.0,0.529,6,228785,-3.443,0.121,1,Electronica,Dubstep,Dubstep,Excited
Zac Brown Band,Homegrown,0.796,0.19,105.017,0.0303,0.0189,8.94e-05,4.0,0.717,6,205000,-3.677,0.949,1,Traditional,Country,Contemporary Country,Empowering
Johnny Hodges,Warm Valley,0.195,0.0715,93.087,0.0331,0.835,0.861,4.0,0.289,5,200627,-12.249,0.172,1,Jazz,Big Band & Swing,Classic Swing,Sophisticated
Snails,Frogbass - Original Mix,0.954,0.785,90.046,0.276,0.0373,0.00104,4.0,0.641,6,231333,-2.31,0.663,1,Pop,Japanese Pop,J-Pop,Brooding
Jean Sibelius,"Finlandia, Op.26",0.261,0.12,71.775,0.0394,0.918,0.883,4.0,0.24,8,477000,-17.065,0.0611,1,Classical,Other Classical,General Classical,Serious
Train,Sing Together,0.378,0.0816,82.886,0.0307,0.919,8.44e-05,4.0,0.656,1,205827,-7.177,0.46,1,Rock,Adult Alternative Rock,Adult Alternative Rock,Yearning
Anup Sastry,Enigma,0.942,0.0589,101.025,0.0605,4.14e-05,0.955,4.0,0.438,7,207315,-6.479,0.683,1,Rock,Metal,Progressive Metal,Aggressive
Brendan Mulvihill and Donna Long,Shandon Bells/Boys Of The Town/Rakes Of Clonmel/Girls Of The Town,0.434,0.136,128.928,0.0664,0.905,0.408,4.0,0.601,2,278293,-11.291,0.92,1,Traditional,Celtic,Celtic,Lively
Blake Aaron,Bumpin' On The Wes Side,0.682,0.0974,99.986,0.0307,0.768,0.616,4.0,0.72,5,329973,-8.141,0.691,1,Jazz,Smooth Jazz,Smooth Jazz Instrumental,nan
Godspeed You! Black Emperor,Peasantry or Light! Inside of Light!,0.638,0.145,134.157,0.0385,0.0424,0.824,3.0,0.198,8,628013,-7.28,0.221,1,Alternative & Punk,Indie Rock,Post-Rock,Yearning
